Country,Air Pollutant,Air Pollutant Description,Year,Air Pollution Level,Unit Of Air Pollution Level
Spain,CO,Carbon monoxide (air),2017,0.0,count
Spain,CO,Carbon monoxide (air),2018,0.0,count
Spain,CO,Carbon monoxide (air),2019,0.0,count
Spain,CO,Carbon monoxide (air),2020,0.0,count
Spain,CO,Carbon monoxide (air),2021,0.0,count
Spain,CO,Carbon monoxide (air),2016,0.104,mg/m3
Spain,CO,Carbon monoxide (air),2015,0.125,mg/m3
Spain,CO,Carbon monoxide (air),2014,0.197,mg/m3
Spain,CO,Carbon monoxide (air),2017,0.245,mg/m3
Spain,CO,Carbon monoxide (air),2013,0.249,mg/m3
Spain,CO,Carbon monoxide (air),2018,0.356,mg/m3
Spain,CO,Carbon monoxide (air),2019,0.431,mg/m3
Spain,CO,Carbon monoxide (air),2020,0.441,mg/m3
Spain,CO,Carbon monoxide (air),2021,0.479,mg/m3
Spain,CO,Carbon monoxide (air),2007,0.538,mg/m3
Spain,CO,Carbon monoxide (air),2008,0.6,mg/m3
Spain,CO,Carbon monoxide (air),2012,0.6,mg/m3
Spain,CO,Carbon monoxide (air),2011,0.762,mg/m3
Spain,CO,Carbon monoxide (air),2010,0.988,mg/m3
Spain,CO,Carbon monoxide (air),2009,1.014,mg/m3
Spain,CO,Carbon monoxide (air),2007,0.146,mg/m3
Spain,CO,Carbon monoxide (air),2012,0.21,mg/m3
Spain,CO,Carbon monoxide (air),2011,0.233,mg/m3
Spain,CO,Carbon monoxide (air),2008,0.281,mg/m3
Spain,CO,Carbon monoxide (air),2009,0.313,mg/m3
Spain,CO,Carbon monoxide (air),2010,0.325,mg/m3
Spain,CO,Carbon monoxide (air),2014,1.475,mg/m3
Spain,CO,Carbon monoxide (air),2013,1.613,mg/m3
Spain,CO,Carbon monoxide (air),2013,0.0,count
Spain,CO,Carbon monoxide (air),2014,0.0,count
Spain,CO,Carbon monoxide (air),2014,0.343,mg/m3
Spain,CO,Carbon monoxide (air),2013,0.431,mg/m3
Spain,CO,Carbon monoxide (air),2011,1.325,mg/m3
Spain,CO,Carbon monoxide (air),2012,1.337,mg/m3
Spain,CO,Carbon monoxide (air),2010,1.35,mg/m3
Spain,CO,Carbon monoxide (air),2008,1.7,mg/m3
Spain,CO,Carbon monoxide (air),2009,1.775,mg/m3
Spain,CO,Carbon monoxide (air),2007,1.786,mg/m3
Spain,CO,Carbon monoxide (air),2007,0.335,mg/m3
Spain,CO,Carbon monoxide (air),2008,0.335,mg/m3
Spain,CO,Carbon monoxide (air),2010,0.381,mg/m3
Spain,CO,Carbon monoxide (air),2011,0.401,mg/m3
Spain,CO,Carbon monoxide (air),2012,0.419,mg/m3
Spain,CO,Carbon monoxide (air),2009,0.438,mg/m3
Spain,CO,Carbon monoxide (air),2014,0.45,mg/m3
Spain,CO,Carbon monoxide (air),2016,0.463,mg/m3
Spain,CO,Carbon monoxide (air),2013,0.5,mg/m3
Spain,CO,Carbon monoxide (air),2020,0.6,mg/m3
Spain,CO,Carbon monoxide (air),2019,0.638,mg/m3
Spain,CO,Carbon monoxide (air),2021,0.65,mg/m3
Spain,CO,Carbon monoxide (air),2017,0.7,mg/m3
Spain,CO,Carbon monoxide (air),2015,0.788,mg/m3
Spain,CO,Carbon monoxide (air),2018,1.088,mg/m3
Spain,CO,Carbon monoxide (air),2013,0.0,count
Spain,CO,Carbon monoxide (air),2014,0.0,count
Spain,CO,Carbon monoxide (air),2015,0.0,count
Spain,CO,Carbon monoxide (air),2016,0.0,count
Spain,CO,Carbon monoxide (air),2017,0.0,count
Spain,CO,Carbon monoxide (air),2018,0.0,count
Spain,CO,Carbon monoxide (air),2019,0.0,count
Spain,CO,Carbon monoxide (air),2020,0.0,count
Spain,CO,Carbon monoxide (air),2021,0.0,count
Spain,CO,Carbon monoxide (air),2015,0.21,mg/m3
Spain,CO,Carbon monoxide (air),2014,0.227,mg/m3
Spain,CO,Carbon monoxide (air),2016,0.236,mg/m3
Spain,CO,Carbon monoxide (air),2017,0.236,mg/m3
Spain,CO,Carbon monoxide (air),2018,0.251,mg/m3
Spain,CO,Carbon monoxide (air),2013,0.257,mg/m3
Spain,CO,Carbon monoxide (air),2019,0.358,mg/m3
Spain,CO,Carbon monoxide (air),2020,0.405,mg/m3
Spain,CO,Carbon monoxide (air),2021,0.411,mg/m3
Spain,CO,Carbon monoxide (air),2007,0.5,mg/m3
Spain,CO,Carbon monoxide (air),2008,0.5,mg/m3
Spain,CO,Carbon monoxide (air),2012,0.587,mg/m3
Spain,CO,Carbon monoxide (air),2009,0.6,mg/m3
Spain,CO,Carbon monoxide (air),2011,0.637,mg/m3
Spain,CO,Carbon monoxide (air),2010,1.125,mg/m3
Spain,CO,Carbon monoxide (air),2007,0.204,mg/m3
Spain,CO,Carbon monoxide (air),2012,0.23,mg/m3
Spain,CO,Carbon monoxide (air),2009,0.241,mg/m3
Spain,CO,Carbon monoxide (air),2008,0.262,mg/m3
Spain,CO,Carbon monoxide (air),2011,0.328,mg/m3
Spain,CO,Carbon monoxide (air),2010,0.444,mg/m3
Spain,CO,Carbon monoxide (air),2013,0.713,mg/m3
Spain,CO,Carbon monoxide (air),2015,0.863,mg/m3
Spain,CO,Carbon monoxide (air),2014,0.913,mg/m3
Spain,CO,Carbon monoxide (air),2017,0.975,mg/m3
Spain,CO,Carbon monoxide (air),2019,0.983,mg/m3
Spain,CO,Carbon monoxide (air),2018,1.017,mg/m3
Spain,CO,Carbon monoxide (air),2016,1.138,mg/m3
Spain,CO,Carbon monoxide (air),2020,1.238,mg/m3
Spain,CO,Carbon monoxide (air),2021,1.738,mg/m3
Spain,CO,Carbon monoxide (air),2013,0.0,count
Spain,CO,Carbon monoxide (air),2014,0.0,count
Spain,CO,Carbon monoxide (air),2015,0.0,count
Spain,CO,Carbon monoxide (air),2016,0.0,count
Spain,CO,Carbon monoxide (air),2017,0.0,count
Spain,CO,Carbon monoxide (air),2018,0.0,count
Spain,CO,Carbon monoxide (air),2019,0.0,count
Spain,CO,Carbon monoxide (air),2020,0.0,count
Spain,CO,Carbon monoxide (air),2021,0.0,count
Spain,CO,Carbon monoxide (air),2016,0.206,mg/m3
Spain,CO,Carbon monoxide (air),2021,0.209,mg/m3
Spain,CO,Carbon monoxide (air),2015,0.229,mg/m3
Spain,CO,Carbon monoxide (air),2014,0.256,mg/m3
Spain,CO,Carbon monoxide (air),2013,0.329,mg/m3
Spain,CO,Carbon monoxide (air),2017,0.366,mg/m3
Spain,CO,Carbon monoxide (air),2018,0.499,mg/m3
Spain,CO,Carbon monoxide (air),2020,0.502,mg/m3
Spain,CO,Carbon monoxide (air),2019,0.507,mg/m3
Spain,CO,Carbon monoxide (air),2008,0.512,mg/m3
Spain,CO,Carbon monoxide (air),2007,0.562,mg/m3
Spain,CO,Carbon monoxide (air),2010,0.562,mg/m3
Spain,CO,Carbon monoxide (air),2011,0.587,mg/m3
Spain,CO,Carbon monoxide (air),2009,0.6,mg/m3
Spain,CO,Carbon monoxide (air),2012,0.6,mg/m3
Spain,CO,Carbon monoxide (air),2007,0.173,mg/m3
Spain,CO,Carbon monoxide (air),2009,0.194,mg/m3
Spain,CO,Carbon monoxide (air),2008,0.248,mg/m3
Spain,CO,Carbon monoxide (air),2011,0.261,mg/m3
Spain,CO,Carbon monoxide (air),2010,0.263,mg/m3
Spain,CO,Carbon monoxide (air),2012,0.353,mg/m3
Spain,CO,Carbon monoxide (air),2014,0.675,mg/m3
Spain,CO,Carbon monoxide (air),2013,1.05,mg/m3
Spain,CO,Carbon monoxide (air),2013,0.0,count
Spain,CO,Carbon monoxide (air),2014,0.0,count
Spain,CO,Carbon monoxide (air),2014,0.311,mg/m3
Spain,CO,Carbon monoxide (air),2013,0.313,mg/m3
Spain,CO,Carbon monoxide (air),2012,0.925,mg/m3
Spain,CO,Carbon monoxide (air),2011,1.388,mg/m3
Spain,CO,Carbon monoxide (air),2009,1.425,mg/m3
Spain,CO,Carbon monoxide (air),2010,1.475,mg/m3
Spain,CO,Carbon monoxide (air),2008,1.487,mg/m3
Spain,CO,Carbon monoxide (air),2011,0.264,mg/m3
Spain,CO,Carbon monoxide (air),2012,0.298,mg/m3
Spain,CO,Carbon monoxide (air),2008,0.319,mg/m3
Spain,CO,Carbon monoxide (air),2010,0.376,mg/m3
Spain,CO,Carbon monoxide (air),2009,0.433,mg/m3
Spain,CO,Carbon monoxide (air),2019,0.95,mg/m3
Spain,CO,Carbon monoxide (air),2020,0.963,mg/m3
Spain,CO,Carbon monoxide (air),2021,1.188,mg/m3
Spain,CO,Carbon monoxide (air),2018,1.463,mg/m3
Spain,CO,Carbon monoxide (air),2013,1.688,mg/m3
Spain,CO,Carbon monoxide (air),2015,1.888,mg/m3
Spain,CO,Carbon monoxide (air),2014,1.975,mg/m3
Spain,CO,Carbon monoxide (air),2017,2.063,mg/m3
Spain,CO,Carbon monoxide (air),2013,0.0,count
Spain,CO,Carbon monoxide (air),2014,0.0,count
Spain,CO,Carbon monoxide (air),2015,0.0,count
Spain,CO,Carbon monoxide (air),2017,0.0,count
Spain,CO,Carbon monoxide (air),2018,0.0,count
Spain,CO,Carbon monoxide (air),2019,0.0,count
Spain,CO,Carbon monoxide (air),2020,0.0,count
Spain,CO,Carbon monoxide (air),2021,0.0,count
Spain,CO,Carbon monoxide (air),2013,0.315,mg/m3
Spain,CO,Carbon monoxide (air),2020,0.316,mg/m3
Spain,CO,Carbon monoxide (air),2014,0.32,mg/m3
Spain,CO,Carbon monoxide (air),2018,0.335,mg/m3
Spain,CO,Carbon monoxide (air),2019,0.35,mg/m3
Spain,CO,Carbon monoxide (air),2015,0.374,mg/m3
Spain,CO,Carbon monoxide (air),2021,0.425,mg/m3
Spain,CO,Carbon monoxide (air),2017,0.557,mg/m3
Spain,CO,Carbon monoxide (air),2012,1.6,mg/m3
Spain,CO,Carbon monoxide (air),2010,1.871,mg/m3
Spain,CO,Carbon monoxide (air),2003,2.062,mg/m3
Spain,CO,Carbon monoxide (air),2011,2.129,mg/m3
Spain,CO,Carbon monoxide (air),2009,2.412,mg/m3
Spain,CO,Carbon monoxide (air),2008,4.235,mg/m3
Spain,CO,Carbon monoxide (air),2011,0.271,mg/m3
Spain,CO,Carbon monoxide (air),2012,0.289,mg/m3
Spain,CO,Carbon monoxide (air),2009,0.313,mg/m3
Spain,CO,Carbon monoxide (air),2010,0.347,mg/m3
Spain,CO,Carbon monoxide (air),2003,0.508,mg/m3
Spain,CO,Carbon monoxide (air),2008,1.299,mg/m3
Spain,CO,Carbon monoxide (air),2021,0.663,mg/m3
Spain,CO,Carbon monoxide (air),2016,0.8,mg/m3
Spain,CO,Carbon monoxide (air),2017,0.8,mg/m3
Spain,CO,Carbon monoxide (air),2015,1.138,mg/m3
Spain,CO,Carbon monoxide (air),2013,1.338,mg/m3
Spain,CO,Carbon monoxide (air),2014,1.388,mg/m3
Spain,CO,Carbon monoxide (air),2020,1.775,mg/m3
Spain,CO,Carbon monoxide (air),2013,0.0,count
Spain,CO,Carbon monoxide (air),2014,0.0,count
Spain,CO,Carbon monoxide (air),2015,0.0,count
Spain,CO,Carbon monoxide (air),2016,0.0,count
Spain,CO,Carbon monoxide (air),2017,0.0,count
Spain,CO,Carbon monoxide (air),2020,0.0,count
Spain,CO,Carbon monoxide (air),2021,0.0,count
Spain,CO,Carbon monoxide (air),2020,0.266,mg/m3
Spain,CO,Carbon monoxide (air),2021,0.292,mg/m3
Spain,CO,Carbon monoxide (air),2016,0.416,mg/m3
Spain,CO,Carbon monoxide (air),2017,0.454,mg/m3
Spain,CO,Carbon monoxide (air),2014,0.471,mg/m3
Spain,CO,Carbon monoxide (air),2015,0.475,mg/m3
Spain,CO,Carbon monoxide (air),2013,0.481,mg/m3
Spain,CO,Carbon monoxide (air),2010,0.725,mg/m3
Spain,CO,Carbon monoxide (air),2011,1.413,mg/m3
Spain,CO,Carbon monoxide (air),2010,0.335,mg/m3
Spain,CO,Carbon monoxide (air),2011,0.416,mg/m3
Spain,CO,Carbon monoxide (air),2012,0.484,mg/m3
Spain,CO,Carbon monoxide (air),2020,0.5,mg/m3
Spain,CO,Carbon monoxide (air),2021,0.513,mg/m3
Spain,CO,Carbon monoxide (air),2019,0.675,mg/m3
Spain,CO,Carbon monoxide (air),2017,0.863,mg/m3
Spain,CO,Carbon monoxide (air),2018,0.9,mg/m3
Spain,CO,Carbon monoxide (air),2017,0.0,count
Spain,CO,Carbon monoxide (air),2018,0.0,count
Spain,CO,Carbon monoxide (air),2019,0.0,count
Spain,CO,Carbon monoxide (air),2020,0.0,count
Spain,CO,Carbon monoxide (air),2021,0.0,count
Spain,CO,Carbon monoxide (air),2020,0.128,mg/m3
Spain,CO,Carbon monoxide (air),2021,0.153,mg/m3
Spain,CO,Carbon monoxide (air),2019,0.157,mg/m3
Spain,CO,Carbon monoxide (air),2017,0.196,mg/m3
Spain,CO,Carbon monoxide (air),2018,0.197,mg/m3
Spain,CO,Carbon monoxide (air),2010,0.948,mg/m3
Spain,CO,Carbon monoxide (air),2012,1.016,mg/m3
Spain,CO,Carbon monoxide (air),2011,1.212,mg/m3
Spain,CO,Carbon monoxide (air),2009,1.237,mg/m3
Spain,CO,Carbon monoxide (air),2002,1.625,mg/m3
Spain,CO,Carbon monoxide (air),2003,2.211,mg/m3
Spain,CO,Carbon monoxide (air),2004,2.405,mg/m3
Spain,CO,Carbon monoxide (air),2006,2.688,mg/m3
Spain,CO,Carbon monoxide (air),2007,3.662,mg/m3
Spain,CO,Carbon monoxide (air),1999,3.714,mg/m3
Spain,CO,Carbon monoxide (air),2008,3.725,mg/m3
Spain,CO,Carbon monoxide (air),2005,4.35,mg/m3
Spain,CO,Carbon monoxide (air),2000,5.125,mg/m3
Spain,CO,Carbon monoxide (air),2001,6.571,mg/m3
Spain,CO,Carbon monoxide (air),2001,0.186,mg/m3
Spain,CO,Carbon monoxide (air),2002,0.193,mg/m3
Spain,CO,Carbon monoxide (air),2012,0.247,mg/m3
Spain,CO,Carbon monoxide (air),2011,0.3,mg/m3
Spain,CO,Carbon monoxide (air),2009,0.305,mg/m3
Spain,CO,Carbon monoxide (air),2010,0.307,mg/m3
Spain,CO,Carbon monoxide (air),2008,0.312,mg/m3
Spain,CO,Carbon monoxide (air),2003,0.367,mg/m3
Spain,CO,Carbon monoxide (air),2000,0.597,mg/m3
Spain,CO,Carbon monoxide (air),2004,0.615,mg/m3
Spain,CO,Carbon monoxide (air),1999,0.628,mg/m3
Spain,CO,Carbon monoxide (air),2005,0.784,mg/m3
Spain,CO,Carbon monoxide (air),2007,0.983,mg/m3
Spain,CO,Carbon monoxide (air),2006,1.245,mg/m3
Spain,CO,Carbon monoxide (air),2016,0.7,mg/m3
Spain,CO,Carbon monoxide (air),2015,0.738,mg/m3
Spain,CO,Carbon monoxide (air),2018,0.8,mg/m3
Spain,CO,Carbon monoxide (air),2013,0.925,mg/m3
Spain,CO,Carbon monoxide (air),2014,0.925,mg/m3
Spain,CO,Carbon monoxide (air),2017,1.013,mg/m3
Spain,CO,Carbon monoxide (air),2019,1.05,mg/m3
Spain,CO,Carbon monoxide (air),2021,1.188,mg/m3
Spain,CO,Carbon monoxide (air),2020,1.313,mg/m3
Spain,CO,Carbon monoxide (air),2013,0.0,count
Spain,CO,Carbon monoxide (air),2014,0.0,count
Spain,CO,Carbon monoxide (air),2015,0.0,count
Spain,CO,Carbon monoxide (air),2016,0.0,count
Spain,CO,Carbon monoxide (air),2017,0.0,count
Spain,CO,Carbon monoxide (air),2018,0.0,count
Spain,CO,Carbon monoxide (air),2019,0.0,count
Spain,CO,Carbon monoxide (air),2020,0.0,count
Spain,CO,Carbon monoxide (air),2021,0.0,count
Spain,CO,Carbon monoxide (air),2013,0.302,mg/m3
Spain,CO,Carbon monoxide (air),2018,0.342,mg/m3
Spain,CO,Carbon monoxide (air),2015,0.352,mg/m3
Spain,CO,Carbon monoxide (air),2014,0.37,mg/m3
Spain,CO,Carbon monoxide (air),2016,0.374,mg/m3
Spain,CO,Carbon monoxide (air),2017,0.374,mg/m3
Spain,CO,Carbon monoxide (air),2020,0.456,mg/m3
Spain,CO,Carbon monoxide (air),2021,0.46,mg/m3
Spain,CO,Carbon monoxide (air),2019,0.605,mg/m3
Spain,CO,Carbon monoxide (air),2012,0.339,mg/m3
Spain,CO,Carbon monoxide (air),2008,0.425,mg/m3
Spain,CO,Carbon monoxide (air),2009,0.5,mg/m3
Spain,CO,Carbon monoxide (air),2011,0.51,mg/m3
Spain,CO,Carbon monoxide (air),2010,0.56,mg/m3
Spain,CO,Carbon monoxide (air),2007,0.569,mg/m3
Spain,CO,Carbon monoxide (air),2005,0.71,mg/m3
Spain,CO,Carbon monoxide (air),2006,1.014,mg/m3
Spain,CO,Carbon monoxide (air),2012,0.112,mg/m3
Spain,CO,Carbon monoxide (air),2008,0.193,mg/m3
Spain,CO,Carbon monoxide (air),2005,0.222,mg/m3
Spain,CO,Carbon monoxide (air),2007,0.235,mg/m3
Spain,CO,Carbon monoxide (air),2009,0.249,mg/m3
Spain,CO,Carbon monoxide (air),2010,0.253,mg/m3
Spain,CO,Carbon monoxide (air),2006,0.271,mg/m3
Spain,CO,Carbon monoxide (air),2011,0.271,mg/m3
Spain,CO,Carbon monoxide (air),2015,0.663,mg/m3
Spain,CO,Carbon monoxide (air),2014,0.675,mg/m3
Spain,CO,Carbon monoxide (air),2013,0.7,mg/m3
Spain,CO,Carbon monoxide (air),2016,0.813,mg/m3
Spain,CO,Carbon monoxide (air),2020,0.9,mg/m3
Spain,CO,Carbon monoxide (air),2018,1.05,mg/m3
Spain,CO,Carbon monoxide (air),2021,1.588,mg/m3
Spain,CO,Carbon monoxide (air),2013,0.0,count
Spain,CO,Carbon monoxide (air),2014,0.0,count
Spain,CO,Carbon monoxide (air),2015,0.0,count
Spain,CO,Carbon monoxide (air),2016,0.0,count
Spain,CO,Carbon monoxide (air),2018,0.0,count
Spain,CO,Carbon monoxide (air),2020,0.0,count
Spain,CO,Carbon monoxide (air),2021,0.0,count
Spain,CO,Carbon monoxide (air),2021,0.225,mg/m3
Spain,CO,Carbon monoxide (air),2015,0.311,mg/m3
Spain,CO,Carbon monoxide (air),2020,0.34,mg/m3
Spain,CO,Carbon monoxide (air),2016,0.346,mg/m3
Spain,CO,Carbon monoxide (air),2014,0.378,mg/m3
Spain,CO,Carbon monoxide (air),2013,0.396,mg/m3
Spain,CO,Carbon monoxide (air),2018,0.401,mg/m3
Spain,CO,Carbon monoxide (air),2009,0.387,mg/m3
Spain,CO,Carbon monoxide (air),2005,0.454,mg/m3
Spain,CO,Carbon monoxide (air),2008,0.587,mg/m3
Spain,CO,Carbon monoxide (air),2010,0.7,mg/m3
Spain,CO,Carbon monoxide (air),2012,0.75,mg/m3
Spain,CO,Carbon monoxide (air),2011,0.762,mg/m3
Spain,CO,Carbon monoxide (air),2006,0.914,mg/m3
Spain,CO,Carbon monoxide (air),2007,1.297,mg/m3
Spain,CO,Carbon monoxide (air),2005,0.202,mg/m3
Spain,CO,Carbon monoxide (air),2008,0.203,mg/m3
Spain,CO,Carbon monoxide (air),2012,0.213,mg/m3
Spain,CO,Carbon monoxide (air),2007,0.229,mg/m3
Spain,CO,Carbon monoxide (air),2009,0.274,mg/m3
Spain,CO,Carbon monoxide (air),2006,0.28,mg/m3
Spain,CO,Carbon monoxide (air),2010,0.297,mg/m3
Spain,CO,Carbon monoxide (air),2011,0.298,mg/m3
Spain,CO,Carbon monoxide (air),2014,0.988,mg/m3
Spain,CO,Carbon monoxide (air),2019,1.125,mg/m3
Spain,CO,Carbon monoxide (air),2015,1.156,mg/m3
Spain,CO,Carbon monoxide (air),2016,1.163,mg/m3
Spain,CO,Carbon monoxide (air),2013,1.188,mg/m3
Spain,CO,Carbon monoxide (air),2017,1.288,mg/m3
Spain,CO,Carbon monoxide (air),2018,1.413,mg/m3
Spain,CO,Carbon monoxide (air),2013,0.0,count
Spain,CO,Carbon monoxide (air),2014,0.0,count
Spain,CO,Carbon monoxide (air),2015,0.0,count
Spain,CO,Carbon monoxide (air),2016,0.0,count
Spain,CO,Carbon monoxide (air),2017,0.0,count
Spain,CO,Carbon monoxide (air),2018,0.0,count
Spain,CO,Carbon monoxide (air),2019,0.0,count
Spain,CO,Carbon monoxide (air),2015,0.282,mg/m3
Spain,CO,Carbon monoxide (air),2014,0.347,mg/m3
Spain,CO,Carbon monoxide (air),2016,0.409,mg/m3
Spain,CO,Carbon monoxide (air),2017,0.418,mg/m3
Spain,CO,Carbon monoxide (air),2018,0.424,mg/m3
Spain,CO,Carbon monoxide (air),2019,0.433,mg/m3
Spain,CO,Carbon monoxide (air),2013,0.438,mg/m3
Spain,CO,Carbon monoxide (air),2005,2.214,mg/m3
Spain,CO,Carbon monoxide (air),2005,0.619,mg/m3
Spain,CO,Carbon monoxide (air),2014,0.788,mg/m3
Spain,CO,Carbon monoxide (air),2018,0.8,mg/m3
Spain,CO,Carbon monoxide (air),2020,0.938,mg/m3
Spain,CO,Carbon monoxide (air),2015,1.05,mg/m3
Spain,CO,Carbon monoxide (air),2016,1.1,mg/m3
Spain,CO,Carbon monoxide (air),2019,1.238,mg/m3
Spain,CO,Carbon monoxide (air),2021,1.388,mg/m3
Spain,CO,Carbon monoxide (air),2014,0.0,count
Spain,CO,Carbon monoxide (air),2015,0.0,count
Spain,CO,Carbon monoxide (air),2016,0.0,count
Spain,CO,Carbon monoxide (air),2018,0.0,count
Spain,CO,Carbon monoxide (air),2019,0.0,count
Spain,CO,Carbon monoxide (air),2020,0.0,count
Spain,CO,Carbon monoxide (air),2021,0.0,count
Spain,CO,Carbon monoxide (air),2014,0.297,mg/m3
Spain,CO,Carbon monoxide (air),2015,0.298,mg/m3
Spain,CO,Carbon monoxide (air),2019,0.355,mg/m3
Spain,CO,Carbon monoxide (air),2016,0.358,mg/m3
Spain,CO,Carbon monoxide (air),2018,0.379,mg/m3
Spain,CO,Carbon monoxide (air),2020,0.397,mg/m3
Spain,CO,Carbon monoxide (air),2021,0.558,mg/m3
Spain,CO,Carbon monoxide (air),2021,0.7,mg/m3
Spain,CO,Carbon monoxide (air),2018,0.888,mg/m3
Spain,CO,Carbon monoxide (air),2016,0.913,mg/m3
Spain,CO,Carbon monoxide (air),2017,0.988,mg/m3
Spain,CO,Carbon monoxide (air),2020,1.013,mg/m3
Spain,CO,Carbon monoxide (air),2019,1.2,mg/m3
Spain,CO,Carbon monoxide (air),2016,0.0,count
Spain,CO,Carbon monoxide (air),2017,0.0,count
Spain,CO,Carbon monoxide (air),2018,0.0,count
Spain,CO,Carbon monoxide (air),2019,0.0,count
Spain,CO,Carbon monoxide (air),2020,0.0,count
Spain,CO,Carbon monoxide (air),2021,0.0,count
Spain,CO,Carbon monoxide (air),2021,0.37,mg/m3
Spain,CO,Carbon monoxide (air),2016,0.417,mg/m3
Spain,CO,Carbon monoxide (air),2017,0.427,mg/m3
Spain,CO,Carbon monoxide (air),2018,0.477,mg/m3
Spain,CO,Carbon monoxide (air),2019,0.516,mg/m3
Spain,CO,Carbon monoxide (air),2020,0.52,mg/m3
Spain,CO,Carbon monoxide (air),2021,1.013,mg/m3
Spain,CO,Carbon monoxide (air),2021,0.0,count
Spain,CO,Carbon monoxide (air),2021,0.34,mg/m3
Spain,CO,Carbon monoxide (air),2021,0.985,mg/m3
Spain,CO,Carbon monoxide (air),2020,1.663,mg/m3
Spain,CO,Carbon monoxide (air),2013,1.92,mg/m3
Spain,CO,Carbon monoxide (air),2018,2.174,mg/m3
Spain,CO,Carbon monoxide (air),2019,2.308,mg/m3
Spain,CO,Carbon monoxide (air),2016,2.319,mg/m3
Spain,CO,Carbon monoxide (air),2015,2.431,mg/m3
Spain,CO,Carbon monoxide (air),2017,3.12,mg/m3
Spain,CO,Carbon monoxide (air),2013,0.0,count
Spain,CO,Carbon monoxide (air),2015,0.0,count
Spain,CO,Carbon monoxide (air),2016,0.0,count
Spain,CO,Carbon monoxide (air),2017,0.0,count
Spain,CO,Carbon monoxide (air),2018,0.0,count
Spain,CO,Carbon monoxide (air),2019,0.0,count
Spain,CO,Carbon monoxide (air),2020,0.0,count
Spain,CO,Carbon monoxide (air),2021,0.0,count
Spain,CO,Carbon monoxide (air),2020,0.226,mg/m3
Spain,CO,Carbon monoxide (air),2021,0.233,mg/m3
Spain,CO,Carbon monoxide (air),2013,0.262,mg/m3
Spain,CO,Carbon monoxide (air),2019,0.291,mg/m3
Spain,CO,Carbon monoxide (air),2015,0.292,mg/m3
Spain,CO,Carbon monoxide (air),2018,0.294,mg/m3
Spain,CO,Carbon monoxide (air),2016,0.307,mg/m3
Spain,CO,Carbon monoxide (air),2017,0.34,mg/m3
Spain,CO,Carbon monoxide (air),2009,1.355,mg/m3
Spain,CO,Carbon monoxide (air),2005,1.44,mg/m3
Spain,CO,Carbon monoxide (air),2002,1.482,mg/m3
Spain,CO,Carbon monoxide (air),2003,1.709,mg/m3
Spain,CO,Carbon monoxide (air),2001,1.731,mg/m3
Spain,CO,Carbon monoxide (air),2010,1.988,mg/m3
Spain,CO,Carbon monoxide (air),2011,2.227,mg/m3
Spain,CO,Carbon monoxide (air),2008,2.26,mg/m3
Spain,CO,Carbon monoxide (air),2012,2.768,mg/m3
Spain,CO,Carbon monoxide (air),2006,2.964,mg/m3
Spain,CO,Carbon monoxide (air),2007,3.396,mg/m3
Spain,CO,Carbon monoxide (air),1997,5.071,mg/m3
Spain,CO,Carbon monoxide (air),2008,0.302,mg/m3
Spain,CO,Carbon monoxide (air),2009,0.31,mg/m3
Spain,CO,Carbon monoxide (air),2011,0.323,mg/m3
Spain,CO,Carbon monoxide (air),2012,0.334,mg/m3
Spain,CO,Carbon monoxide (air),2010,0.346,mg/m3
Spain,CO,Carbon monoxide (air),2006,0.358,mg/m3
Spain,CO,Carbon monoxide (air),2007,0.372,mg/m3
Spain,CO,Carbon monoxide (air),2005,0.399,mg/m3
Spain,CO,Carbon monoxide (air),2003,0.42,mg/m3
Spain,CO,Carbon monoxide (air),2001,0.541,mg/m3
Spain,CO,Carbon monoxide (air),2002,0.557,mg/m3
Spain,CO,Carbon monoxide (air),1997,1.0,mg/m3
Spain,CO,Carbon monoxide (air),2020,0.556,mg/m3
Spain,CO,Carbon monoxide (air),2021,0.718,mg/m3
Spain,CO,Carbon monoxide (air),2014,0.757,mg/m3
Spain,CO,Carbon monoxide (air),2019,0.823,mg/m3
Spain,CO,Carbon monoxide (air),2018,0.826,mg/m3
Spain,CO,Carbon monoxide (air),2016,0.888,mg/m3
Spain,CO,Carbon monoxide (air),2017,0.994,mg/m3
Spain,CO,Carbon monoxide (air),2015,1.229,mg/m3
Spain,CO,Carbon monoxide (air),2014,0.0,count
Spain,CO,Carbon monoxide (air),2015,0.0,count
Spain,CO,Carbon monoxide (air),2016,0.0,count
Spain,CO,Carbon monoxide (air),2017,0.0,count
Spain,CO,Carbon monoxide (air),2018,0.0,count
Spain,CO,Carbon monoxide (air),2019,0.0,count
Spain,CO,Carbon monoxide (air),2020,0.0,count
Spain,CO,Carbon monoxide (air),2021,0.0,count
Spain,CO,Carbon monoxide (air),2020,0.232,mg/m3
Spain,CO,Carbon monoxide (air),2021,0.235,mg/m3
Spain,CO,Carbon monoxide (air),2019,0.265,mg/m3
Spain,CO,Carbon monoxide (air),2018,0.27,mg/m3
Spain,CO,Carbon monoxide (air),2016,0.275,mg/m3
Spain,CO,Carbon monoxide (air),2017,0.281,mg/m3
Spain,CO,Carbon monoxide (air),2014,0.294,mg/m3
Spain,CO,Carbon monoxide (air),2015,0.317,mg/m3
Spain,CO,Carbon monoxide (air),2008,0.858,mg/m3
Spain,CO,Carbon monoxide (air),2012,0.881,mg/m3
Spain,CO,Carbon monoxide (air),2010,0.885,mg/m3
